station names,99%,99.9%,99.99%,99.999%
CHU,0.5105865597724915,1.8211092948913574,3.9367518424987793,6.04065465927124
NEU,0.3646582365036011,1.5818899869918823,4.547038555145264,8.172143936157227
GVE,0.3446807861328125,1.665522813796997,4.783326625823975,8.356179237365723
PIO,0.7627720832824707,2.785661458969116,5.317850112915039,7.668844223022461
LUG,0.6349785327911377,3.1847541332244873,6.33750581741333,8.528127670288086
SIO,0.2657695710659027,1.0180048942565918,2.6687960624694824,3.8361575603485107
PUY,0.4116242527961731,1.8040348291397095,4.687221527099609,7.799627780914307
STG,0.6367652416229248,2.5063321590423584,5.928646564483643,9.76043701171875
INT,0.6594838500022888,2.0192711353302,4.665481090545654,6.954983234405518
DAV,0.5397371649742126,1.74703848361969,3.629387378692627,4.798696994781494
BER,0.42965370416641235,1.9989343881607056,5.239974498748779,9.0800199508667
SAM,0.4832180440425873,1.750362515449524,3.6334283351898193,6.518486976623535
SMA,0.4966290593147278,2.195605754852295,4.891358375549316,7.3547163009643555
SHA,0.35685351490974426,1.7527480125427246,5.094500541687012,9.431377410888672
CDF,0.5568020343780518,2.2549283504486084,5.152435302734375,7.710021495819092
OTL,0.7840775847434998,3.38016939163208,6.792137145996094,8.88577651977539
DIS,0.5846622586250305,2.293363571166992,4.661675930023193,6.719999313354492
ENG,0.8354682922363281,2.0746355056762695,4.001692771911621,7.084859848022461
PAY,0.38159772753715515,1.6820098161697388,4.321341037750244,7.225027084350586
ZER,0.29350805282592773,1.166425347328186,3.073652505874634,5.637033462524414
ABO,0.5551373958587646,1.7943979501724243,4.38451623916626,6.52585506439209
BAS,0.36743614077568054,1.9010807275772095,4.964097499847412,6.704649925231934
BUS,0.45151904225349426,2.142399787902832,5.173361778259277,8.47855281829834
LUZ,0.5724971890449524,2.3550782203674316,4.916657447814941,7.794538497924805
